COUNTRY,YEAR,VEHICLE,FUEL,UNITS
Italy,2018,Medium Cars,Petrol,56235
Italy,2018,Mini Cars,Alternative,57798
Italy,2018,Mini Cars,Diesel,23601
Italy,2018,Mini Cars,Electric,2858
Italy,2018,Mini Cars,Hybrid,161
Italy,2018,Mini Cars,Petrol,236683
Italy,2018,Minivans,Alternative,9798
Italy,2018,Minivans,Diesel,59651
Italy,2018,Minivans,Electric,164
Italy,2018,Minivans,Hybrid,55
Italy,2018,Minivans,Petrol,21482
Italy,2018,SUVs,Alternative,34576
Italy,2018,SUVs,Diesel,516452
Italy,2018,SUVs,Electric,731
Italy,2018,SUVs,Hybrid,4386
Italy,2018,SUVs,Petrol,174782
Italy,2018,Small Cars,Alternative,94467
Italy,2018,Small Cars,Diesel,136101
Italy,2018,Small Cars,Electric,2812
Italy,2018,Small Cars,Hybrid,592
Italy,2018,Small Cars,Petrol,259328
Italy,2018,Sports Cars,Alternative,4
Italy,2018,Sports Cars,Diesel,164
Italy,2018,Sports Cars,Electric,500
Italy,2018,Sports Cars,Hybrid,28
Italy,2018,Sports Cars,Petrol,5434
Italy,2019,Executive Cars,Alternative,5
Italy,2019,Executive Cars,Diesel,13987
Italy,2019,Executive Cars,Electric,0
Italy,2019,Executive Cars,Hybrid,249
Italy,2019,Executive Cars,Petrol,840
Italy,2019,Large Cars,Alternative,45
Italy,2019,Large Cars,Diesel,41467
Italy,2019,Large Cars,Electric,2258
Italy,2019,Large Cars,Hybrid,480
Italy,2019,Large Cars,Petrol,8528
Italy,2019,Luxury Cars,Alternative,0
Italy,2019,Luxury Cars,Diesel,939
Italy,2019,Luxury Cars,Electric,0
Italy,2019,Luxury Cars,Hybrid,174
Italy,2019,Luxury Cars,Petrol,547
Italy,2019,Medium Cars,Alternative,9512
Italy,2019,Medium Cars,Diesel,124768
Italy,2019,Medium Cars,Electric,2283
Italy,2019,Medium Cars,Hybrid,1902
Italy,2019,Medium Cars,Petrol,85335
Italy,2019,Mini Cars,Alternative,48622
Italy,2019,Mini Cars,Diesel,45301
Italy,2019,Mini Cars,Electric,5337
Italy,2019,Mini Cars,Hybrid,2056
Italy,2019,Mini Cars,Petrol,293985
Italy,2019,Minivans,Alternative,6584
Italy,2019,Minivans,Diesel,39953
Italy,2019,Minivans,Electric,305
Italy,2019,Minivans,Hybrid,333
Italy,2019,Minivans,Petrol,9289
Italy,2019,SUVs,Alternative,37786
Italy,2019,SUVs,Diesel,420651
Italy,2019,SUVs,Electric,5000
Italy,2019,SUVs,Hybrid,7786
Italy,2019,SUVs,Petrol,243076
Italy,2019,Small Cars,Alternative,61644
Italy,2019,Small Cars,Diesel,76330
Italy,2019,Small Cars,Electric,4505
Italy,2019,Small Cars,Hybrid,2729
Italy,2019,Small Cars,Petrol,287991
Italy,2019,Sports Cars,Alternative,2
Italy,2019,Sports Cars,Diesel,974
Italy,2019,Sports Cars,Electric,337
Italy,2019,Sports Cars,Hybrid,52
Italy,2019,Sports Cars,Petrol,8577
Italy,2020,Executive Cars,Alternative,4
Italy,2020,Executive Cars,Diesel,6670
Italy,2020,Executive Cars,Electric,0
Italy,2020,Executive Cars,Hybrid,164
Italy,2020,Executive Cars,Petrol,912
Italy,2020,Large Cars,Alternative,119
Italy,2020,Large Cars,Diesel,31845
Italy,2020,Large Cars,Electric,3107
Italy,2020,Large Cars,Hybrid,1002
Italy,2020,Large Cars,Petrol,9668
Italy,2020,Luxury Cars,Alternative,0
Italy,2020,Luxury Cars,Diesel,701
Italy,2020,Luxury Cars,Electric,0
Italy,2020,Luxury Cars,Hybrid,227
Italy,2020,Luxury Cars,Petrol,152
Italy,2020,Medium Cars,Alternative,4924
Italy,2020,Medium Cars,Diesel,64050
Italy,2020,Medium Cars,Electric,2990
Italy,2020,Medium Cars,Hybrid,2140
Italy,2020,Medium Cars,Petrol,54782
Italy,2020,Mini Cars,Alternative,22574
Italy,2020,Mini Cars,Diesel,33207
Italy,2020,Mini Cars,Electric,24227
Italy,2020,Mini Cars,Hybrid,3305
Italy,2020,Mini Cars,Petrol,228487
Italy,2020,Minivans,Alternative,6767
Italy,2020,Minivans,Diesel,43111
Italy,2020,Minivans,Electric,4823
Italy,2020,Minivans,Hybrid,873
Italy,2020,Minivans,Petrol,30847
Italy,2020,SUVs,Alternative,48434
Italy,2020,SUVs,Diesel,269770
Italy,2020,SUVs,Electric,12251
Italy,2020,SUVs,Hybrid,11630
Italy,2020,SUVs,Petrol,174764
Italy,2020,Small Cars,Alternative,51916
Italy,2020,Small Cars,Diesel,31282
Italy,2020,Small Cars,Electric,11854
Italy,2020,Small Cars,Hybrid,3183
Italy,2020,Small Cars,Petrol,176165
Italy,2020,Sports Cars,Alternative,2
Italy,2020,Sports Cars,Diesel,4491
Italy,2020,Sports Cars,Electric,843
Italy,2020,Sports Cars,Hybrid,121
Italy,2020,Sports Cars,Petrol,6204
Italy,2021,Executive Cars,Alternative,3
Italy,2021,Executive Cars,Diesel,5636
Italy,2021,Executive Cars,Electric,115
Italy,2021,Executive Cars,Hybrid,198
Italy,2021,Executive Cars,Petrol,757
Italy,2021,Large Cars,Alternative,32
Italy,2021,Large Cars,Diesel,21469
Italy,2021,Large Cars,Electric,21385
Italy,2021,Large Cars,Hybrid,1751
Italy,2021,Large Cars,Petrol,60863
Italy,2021,Luxury Cars,Alternative,0
Italy,2021,Luxury Cars,Diesel,276
Italy,2021,Luxury Cars,Electric,3
Italy,2021,Luxury Cars,Hybrid,421
Italy,2021,Luxury Cars,Petrol,259
Italy,2021,Medium Cars,Alternative,3487
Italy,2021,Medium Cars,Diesel,54017
Italy,2021,Medium Cars,Electric,3894
Italy,2021,Medium Cars,Hybrid,2286
Italy,2021,Medium Cars,Petrol,40706
Italy,2021,Mini Cars,Alternative,22737
Italy,2021,Mini Cars,Diesel,28079
Italy,2021,Mini Cars,Electric,41054
Italy,2021,Mini Cars,Hybrid,6265
Italy,2021,Mini Cars,Petrol,219897
Italy,2021,Minivans,Alternative,8435
Italy,2021,Minivans,Diesel,47322
Italy,2021,Minivans,Electric,13339
Italy,2021,Minivans,Hybrid,1797
Italy,2021,Minivans,Petrol,34807
Italy,2021,SUVs,Alternative,49728
Italy,2021,SUVs,Diesel,221612
Italy,2021,SUVs,Electric,26196
Italy,2021,SUVs,Hybrid,22922
Italy,2021,SUVs,Petrol,234488
Italy,2021,Small Cars,Alternative,38402
Italy,2021,Small Cars,Diesel,8795
Italy,2021,Small Cars,Electric,16694
Italy,2021,Small Cars,Hybrid,4202
Italy,2021,Small Cars,Petrol,212008
Italy,2021,Sports Cars,Alternative,3
Italy,2021,Sports Cars,Diesel,5944
Italy,2021,Sports Cars,Electric,1470
Italy,2021,Sports Cars,Hybrid,311
Italy,2021,Sports Cars,Petrol,9965
Italy,2022,Executive Cars,Alternative,3
Italy,2022,Executive Cars,Diesel,9278
Italy,2022,Executive Cars,Electric,401
Italy,2022,Executive Cars,Hybrid,353
Italy,2022,Executive Cars,Petrol,1253
Italy,2022,Large Cars,Alternative,22
Italy,2022,Large Cars,Diesel,35147
Italy,2022,Large Cars,Electric,8663
Italy,2022,Large Cars,Hybrid,3184
Italy,2022,Large Cars,Petrol,62784
Italy,2022,Luxury Cars,Alternative,0
Italy,2022,Luxury Cars,Diesel,682
Italy,2022,Luxury Cars,Electric,17
Italy,2022,Luxury Cars,Hybrid,274
Italy,2022,Luxury Cars,Petrol,278
Italy,2022,Medium Cars,Alternative,3637
Italy,2022,Medium Cars,Diesel,73711
Italy,2022,Medium Cars,Electric,10681
Italy,2022,Medium Cars,Hybrid,3637
Italy,2022,Medium Cars,Petrol,61151
Italy,2022,Mini Cars,Alternative,20096
Italy,2022,Mini Cars,Diesel,26956
Italy,2022,Mini Cars,Electric,45725
Italy,2022,Mini Cars,Hybrid,9902
Italy,2022,Mini Cars,Petrol,220922
Italy,2022,Minivans,Alternative,6035
Italy,2022,Minivans,Diesel,39826
Italy,2022,Minivans,Electric,17259
Italy,2022,Minivans,Hybrid,1930
Italy,2022,Minivans,Petrol,25980
Italy,2022,SUVs,Alternative,38026
Italy,2022,SUVs,Diesel,206135
Italy,2022,SUVs,Electric,55466
Italy,2022,SUVs,Hybrid,19979
Italy,2022,SUVs,Petrol,232350
Italy,2022,Small Cars,Alternative,56283
Italy,2022,Small Cars,Diesel,15061
Italy,2022,Small Cars,Electric,40437
Italy,2022,Small Cars,Hybrid,8494
Italy,2022,Small Cars,Petrol,236625
Italy,2022,Sports Cars,Alternative,0
Italy,2022,Sports Cars,Diesel,426
Italy,2022,Sports Cars,Electric,1997
Italy,2022,Sports Cars,Hybrid,457
Italy,2022,Sports Cars,Petrol,12709
Latvia,2014,Executive Cars,Alternative,0
Latvia,2014,Executive Cars,Diesel,156
Latvia,2014,Executive Cars,Electric,0
Latvia,2014,Executive Cars,Hybrid,0
Latvia,2014,Executive Cars,Petrol,94
Latvia,2014,Large Cars,Alternative,13
Latvia,2014,Large Cars,Diesel,609
Latvia,2014,Large Cars,Electric,0
Latvia,2014,Large Cars,Hybrid,1
Latvia,2014,Large Cars,Petrol,550
Latvia,2014,Luxury Cars,Alternative,0
Latvia,2014,Luxury Cars,Diesel,28
Latvia,2014,Luxury Cars,Electric,0
Latvia,2014,Luxury Cars,Hybrid,1
Latvia,2014,Luxury Cars,Petrol,51
Latvia,2014,Medium Cars,Alternative,4
Latvia,2014,Medium Cars,Diesel,1148
Latvia,2014,Medium Cars,Electric,5
Latvia,2014,Medium Cars,Hybrid,0
Latvia,2014,Medium Cars,Petrol,1697
Latvia,2014,Mini Cars,Alternative,2
Latvia,2014,Mini Cars,Diesel,35
Latvia,2014,Mini Cars,Electric,137
Latvia,2014,Mini Cars,Hybrid,0
Latvia,2014,Mini Cars,Petrol,256
Latvia,2014,Minivans,Alternative,1
Latvia,2014,Minivans,Diesel,508
Latvia,2014,Minivans,Electric,16
Latvia,2014,Minivans,Hybrid,0
Latvia,2014,Minivans,Petrol,235
Latvia,2014,SUVs,Alternative,11
Latvia,2014,SUVs,Diesel,3134
Latvia,2014,SUVs,Electric,0
Latvia,2014,SUVs,Hybrid,0
Latvia,2014,SUVs,Petrol,2125
Latvia,2014,Small Cars,Alternative,13
Latvia,2014,Small Cars,Diesel,236
Latvia,2014,Small Cars,Electric,12
Latvia,2014,Small Cars,Hybrid,0
Latvia,2014,Small Cars,Petrol,649
Latvia,2014,Sports Cars,Alternative,4
Latvia,2014,Sports Cars,Diesel,16
Latvia,2014,Sports Cars,Electric,3
Latvia,2014,Sports Cars,Hybrid,1
Latvia,2014,Sports Cars,Petrol,20
Latvia,2015,Executive Cars,Alternative,0
Latvia,2015,Executive Cars,Diesel,194
Latvia,2015,Executive Cars,Electric,0
Latvia,2015,Executive Cars,Hybrid,0
Latvia,2015,Executive Cars,Petrol,46
Latvia,2015,Large Cars,Alternative,2
Latvia,2015,Large Cars,Diesel,655
Latvia,2015,Large Cars,Electric,0
Latvia,2015,Large Cars,Hybrid,1
Latvia,2015,Large Cars,Petrol,682
Latvia,2015,Luxury Cars,Alternative,0
Latvia,2015,Luxury Cars,Diesel,37
Latvia,2015,Luxury Cars,Electric,0
Latvia,2015,Luxury Cars,Hybrid,1
Latvia,2015,Luxury Cars,Petrol,43
Latvia,2015,Medium Cars,Alternative,3
Latvia,2015,Medium Cars,Diesel,1032
Latvia,2015,Medium Cars,Electric,5
Latvia,2015,Medium Cars,Hybrid,3
Latvia,2015,Medium Cars,Petrol,2007
Latvia,2015,Mini Cars,Alternative,8
Latvia,2015,Mini Cars,Diesel,67
Latvia,2015,Mini Cars,Electric,78
Latvia,2015,Mini Cars,Hybrid,0
Latvia,2015,Mini Cars,Petrol,443
Latvia,2015,Minivans,Alternative,5
Latvia,2015,Minivans,Diesel,411
Latvia,2015,Minivans,Electric,3
Latvia,2015,Minivans,Hybrid,0
Latvia,2015,Minivans,Petrol,201
Latvia,2015,SUVs,Alternative,8
Latvia,2015,SUVs,Diesel,3171
Latvia,2015,SUVs,Electric,1
Latvia,2015,SUVs,Hybrid,0
Latvia,2015,SUVs,Petrol,2790
Latvia,2015,Small Cars,Alternative,11
Latvia,2015,Small Cars,Diesel,243
Latvia,2015,Small Cars,Electric,1
Latvia,2015,Small Cars,Hybrid,0
Latvia,2015,Small Cars,Petrol,855
Latvia,2015,Sports Cars,Alternative,4
Latvia,2015,Sports Cars,Diesel,10
Latvia,2015,Sports Cars,Electric,6
Latvia,2015,Sports Cars,Hybrid,3
Latvia,2015,Sports Cars,Petrol,20
Latvia,2016,Executive Cars,Alternative,0
Latvia,2016,Executive Cars,Diesel,134
Latvia,2016,Executive Cars,Electric,0
Latvia,2016,Executive Cars,Hybrid,0
Latvia,2016,Executive Cars,Petrol,56
Latvia,2016,Large Cars,Alternative,11
Latvia,2016,Large Cars,Diesel,590
Latvia,2016,Large Cars,Electric,0
Latvia,2016,Large Cars,Hybrid,3
Latvia,2016,Large Cars,Petrol,837
Latvia,2016,Luxury Cars,Alternative,0
Latvia,2016,Luxury Cars,Diesel,29
Latvia,2016,Luxury Cars,Electric,0
Latvia,2016,Luxury Cars,Hybrid,1
Latvia,2016,Luxury Cars,Petrol,51
Latvia,2016,Medium Cars,Alternative,3
Latvia,2016,Medium Cars,Diesel,1275
Latvia,2016,Medium Cars,Electric,14
Latvia,2016,Medium Cars,Hybrid,5
Latvia,2016,Medium Cars,Petrol,2643
Latvia,2016,Mini Cars,Alternative,9
Latvia,2016,Mini Cars,Diesel,153
Latvia,2016,Mini Cars,Electric,82
Latvia,2016,Mini Cars,Hybrid,0
Latvia,2016,Mini Cars,Petrol,407
Latvia,2016,Minivans,Alternative,1
Latvia,2016,Minivans,Diesel,522
Latvia,2016,Minivans,Electric,5
Latvia,2016,Minivans,Hybrid,0
Latvia,2016,Minivans,Petrol,371
Latvia,2016,SUVs,Alternative,1
Latvia,2016,SUVs,Diesel,2494
Latvia,2016,SUVs,Electric,19
Latvia,2016,SUVs,Hybrid,4
Latvia,2016,SUVs,Petrol,3433
Latvia,2016,Small Cars,Alternative,19
Latvia,2016,Small Cars,Diesel,252
Latvia,2016,Small Cars,Electric,22
Latvia,2016,Small Cars,Hybrid,1
Latvia,2016,Small Cars,Petrol,1238
Latvia,2016,Sports Cars,Alternative,4
Latvia,2016,Sports Cars,Diesel,12
Latvia,2016,Sports Cars,Electric,5
Latvia,2016,Sports Cars,Hybrid,2
Latvia,2016,Sports Cars,Petrol,33
Latvia,2017,Executive Cars,Alternative,0
Latvia,2017,Executive Cars,Diesel,125
Latvia,2017,Executive Cars,Electric,0
Latvia,2017,Executive Cars,Hybrid,0
Latvia,2017,Executive Cars,Petrol,105
Latvia,2017,Large Cars,Alternative,32
Latvia,2017,Large Cars,Diesel,604
Latvia,2017,Large Cars,Electric,0
Latvia,2017,Large Cars,Hybrid,5
Latvia,2017,Large Cars,Petrol,981
Latvia,2017,Luxury Cars,Alternative,0
Latvia,2017,Luxury Cars,Diesel,28
Latvia,2017,Luxury Cars,Electric,0
Latvia,2017,Luxury Cars,Hybrid,1
Latvia,2017,Luxury Cars,Petrol,41
Latvia,2017,Medium Cars,Alternative,13
Latvia,2017,Medium Cars,Diesel,1236
Latvia,2017,Medium Cars,Electric,22
Latvia,2017,Medium Cars,Hybrid,1
Latvia,2017,Medium Cars,Petrol,2429
Latvia,2017,Mini Cars,Alternative,4
Latvia,2017,Mini Cars,Diesel,9
Latvia,2017,Mini Cars,Electric,20
Latvia,2017,Mini Cars,Hybrid,0
Latvia,2017,Mini Cars,Petrol,131
Latvia,2017,Minivans,Alternative,2
Latvia,2017,Minivans,Diesel,388
Latvia,2017,Minivans,Electric,16
Latvia,2017,Minivans,Hybrid,0
Latvia,2017,Minivans,Petrol,394
Latvia,2017,SUVs,Alternative,3
Latvia,2017,SUVs,Diesel,2667
Latvia,2017,SUVs,Electric,37
Latvia,2017,SUVs,Hybrid,6
Latvia,2017,SUVs,Petrol,3698
Latvia,2017,Small Cars,Alternative,21
Latvia,2017,Small Cars,Diesel,281
Latvia,2017,Small Cars,Electric,26
Latvia,2017,Small Cars,Hybrid,0
Latvia,2017,Small Cars,Petrol,1321
Latvia,2017,Sports Cars,Alternative,1
Latvia,2017,Sports Cars,Diesel,9
Latvia,2017,Sports Cars,Electric,3
Latvia,2017,Sports Cars,Hybrid,1
Latvia,2017,Sports Cars,Petrol,19
Latvia,2018,Executive Cars,Alternative,0
Latvia,2018,Executive Cars,Diesel,116
Latvia,2018,Executive Cars,Electric,0
Latvia,2018,Executive Cars,Hybrid,0
Latvia,2018,Executive Cars,Petrol,74
Latvia,2018,Large Cars,Alternative,14
Latvia,2018,Large Cars,Diesel,495
Latvia,2018,Large Cars,Electric,0
Latvia,2018,Large Cars,Hybrid,5
Latvia,2018,Large Cars,Petrol,1010
Latvia,2018,Luxury Cars,Alternative,0
Latvia,2018,Luxury Cars,Diesel,11
Latvia,2018,Luxury Cars,Electric,0
Latvia,2018,Luxury Cars,Hybrid,1
Latvia,2018,Luxury Cars,Petrol,48
Latvia,2018,Medium Cars,Alternative,3
Latvia,2018,Medium Cars,Diesel,1071
Latvia,2018,Medium Cars,Electric,94
Latvia,2018,Medium Cars,Hybrid,3
Latvia,2018,Medium Cars,Petrol,2719
Latvia,2018,Mini Cars,Alternative,1
Latvia,2018,Mini Cars,Diesel,2
Latvia,2018,Mini Cars,Electric,2
Latvia,2018,Mini Cars,Hybrid,0
Latvia,2018,Mini Cars,Petrol,75
Latvia,2018,Minivans,Alternative,8
Latvia,2018,Minivans,Diesel,298
Latvia,2018,Minivans,Electric,20
Latvia,2018,Minivans,Hybrid,0
Latvia,2018,Minivans,Petrol,314
Latvia,2018,SUVs,Alternative,8
Latvia,2018,SUVs,Diesel,2299
Latvia,2018,SUVs,Electric,38
Latvia,2018,SUVs,Hybrid,10
Latvia,2018,SUVs,Petrol,4157
Latvia,2018,Small Cars,Alternative,17
Latvia,2018,Small Cars,Diesel,275
Latvia,2018,Small Cars,Electric,21
Latvia,2018,Small Cars,Hybrid,1
Latvia,2018,Small Cars,Petrol,1376
Latvia,2018,Sports Cars,Alternative,2
Latvia,2018,Sports Cars,Diesel,10
Latvia,2018,Sports Cars,Electric,2
Latvia,2018,Sports Cars,Hybrid,1
Latvia,2018,Sports Cars,Petrol,15
Latvia,2019,Executive Cars,Alternative,0
Latvia,2019,Executive Cars,Diesel,107
Latvia,2019,Executive Cars,Electric,0
Latvia,2019,Executive Cars,Hybrid,1
Latvia,2019,Executive Cars,Petrol,72
Latvia,2019,Large Cars,Alternative,23
Latvia,2019,Large Cars,Diesel,391
Latvia,2019,Large Cars,Electric,30
Latvia,2019,Large Cars,Hybrid,6
Latvia,2019,Large Cars,Petrol,1003
Latvia,2019,Luxury Cars,Alternative,0
Latvia,2019,Luxury Cars,Diesel,14
Latvia,2019,Luxury Cars,Electric,0
Latvia,2019,Luxury Cars,Hybrid,1
Latvia,2019,Luxury Cars,Petrol,44
Latvia,2019,Medium Cars,Alternative,4
Latvia,2019,Medium Cars,Diesel,1206
Latvia,2019,Medium Cars,Electric,49
Latvia,2019,Medium Cars,Hybrid,35
Latvia,2019,Medium Cars,Petrol,2716
Latvia,2019,Mini Cars,Alternative,4
Latvia,2019,Mini Cars,Diesel,3
Latvia,2019,Mini Cars,Electric,3
Latvia,2019,Mini Cars,Hybrid,2
Latvia,2019,Mini Cars,Petrol,322
Latvia,2019,Minivans,Alternative,13
Latvia,2019,Minivans,Diesel,277
Latvia,2019,Minivans,Electric,4
Latvia,2019,Minivans,Hybrid,3
Latvia,2019,Minivans,Petrol,313
Latvia,2019,SUVs,Alternative,59
Latvia,2019,SUVs,Diesel,2522
Latvia,2019,SUVs,Electric,17
Latvia,2019,SUVs,Hybrid,41
Latvia,2019,SUVs,Petrol,4410
Latvia,2019,Small Cars,Alternative,15
Latvia,2019,Small Cars,Diesel,202
Latvia,2019,Small Cars,Electric,38
Latvia,2019,Small Cars,Hybrid,10
Latvia,2019,Small Cars,Petrol,1635
Latvia,2019,Sports Cars,Alternative,1
Latvia,2019,Sports Cars,Diesel,4
Latvia,2019,Sports Cars,Electric,5
Latvia,2019,Sports Cars,Hybrid,0
Latvia,2019,Sports Cars,Petrol,36
Latvia,2020,Executive Cars,Alternative,0
Latvia,2020,Executive Cars,Diesel,82
Latvia,2020,Executive Cars,Electric,0
Latvia,2020,Executive Cars,Hybrid,2
Latvia,2020,Executive Cars,Petrol,77
Latvia,2020,Large Cars,Alternative,7
Latvia,2020,Large Cars,Diesel,253
Latvia,2020,Large Cars,Electric,26
Latvia,2020,Large Cars,Hybrid,7
Latvia,2020,Large Cars,Petrol,614
Latvia,2020,Luxury Cars,Alternative,0
Latvia,2020,Luxury Cars,Diesel,35
Latvia,2020,Luxury Cars,Electric,0
Latvia,2020,Luxury Cars,Hybrid,2
Latvia,2020,Luxury Cars,Petrol,54
Latvia,2020,Medium Cars,Alternative,5
Latvia,2020,Medium Cars,Diesel,930
Latvia,2020,Medium Cars,Electric,54
Latvia,2020,Medium Cars,Hybrid,42
Latvia,2020,Medium Cars,Petrol,2119
Latvia,2020,Mini Cars,Alternative,2
Latvia,2020,Mini Cars,Diesel,4
Latvia,2020,Mini Cars,Electric,35
Latvia,2020,Mini Cars,Hybrid,2
Latvia,2020,Mini Cars,Petrol,109
Latvia,2020,Minivans,Alternative,15
Latvia,2020,Minivans,Diesel,407
Latvia,2020,Minivans,Electric,15
Latvia,2020,Minivans,Hybrid,8
Latvia,2020,Minivans,Petrol,360
Latvia,2020,SUVs,Alternative,84
Latvia,2020,SUVs,Diesel,2140
Latvia,2020,SUVs,Electric,53
Latvia,2020,SUVs,Hybrid,92
Latvia,2020,SUVs,Petrol,4372
Latvia,2020,Small Cars,Alternative,21
Latvia,2020,Small Cars,Diesel,107
Latvia,2020,Small Cars,Electric,146
Latvia,2020,Small Cars,Hybrid,9
Latvia,2020,Small Cars,Petrol,677
Latvia,2020,Sports Cars,Alternative,1
Latvia,2020,Sports Cars,Diesel,6
Latvia,2020,Sports Cars,Electric,11
Latvia,2020,Sports Cars,Hybrid,0
Latvia,2020,Sports Cars,Petrol,53
Latvia,2021,Executive Cars,Alternative,0
Latvia,2021,Executive Cars,Diesel,107
Latvia,2021,Executive Cars,Electric,5
Latvia,2021,Executive Cars,Hybrid,3
Latvia,2021,Executive Cars,Petrol,95
Latvia,2021,Large Cars,Alternative,8
Latvia,2021,Large Cars,Diesel,373
Latvia,2021,Large Cars,Electric,31
Latvia,2021,Large Cars,Hybrid,13
Latvia,2021,Large Cars,Petrol,634
Latvia,2021,Luxury Cars,Alternative,0
Latvia,2021,Luxury Cars,Diesel,42
Latvia,2021,Luxury Cars,Electric,1
Latvia,2021,Luxury Cars,Hybrid,4
Latvia,2021,Luxury Cars,Petrol,33
Latvia,2021,Medium Cars,Alternative,5
Latvia,2021,Medium Cars,Diesel,599
Latvia,2021,Medium Cars,Electric,75
Latvia,2021,Medium Cars,Hybrid,59
Latvia,2021,Medium Cars,Petrol,2247
Latvia,2021,Mini Cars,Alternative,2
Latvia,2021,Mini Cars,Diesel,5
Latvia,2021,Mini Cars,Electric,5
Latvia,2021,Mini Cars,Hybrid,3
Latvia,2021,Mini Cars,Petrol,128
Latvia,2021,Minivans,Alternative,28
Latvia,2021,Minivans,Diesel,344
Latvia,2021,Minivans,Electric,101
Latvia,2021,Minivans,Hybrid,19
Latvia,2021,Minivans,Petrol,796
Latvia,2021,SUVs,Alternative,137
Latvia,2021,SUVs,Diesel,1978
Latvia,2021,SUVs,Electric,277
Latvia,2021,SUVs,Hybrid,135
Latvia,2021,SUVs,Petrol,5293
Latvia,2021,Small Cars,Alternative,112
Latvia,2021,Small Cars,Diesel,123
Latvia,2021,Small Cars,Electric,33
Latvia,2021,Small Cars,Hybrid,17
Latvia,2021,Small Cars,Petrol,825
Latvia,2021,Sports Cars,Alternative,0
Latvia,2021,Sports Cars,Diesel,25
Latvia,2021,Sports Cars,Electric,20
Latvia,2021,Sports Cars,Hybrid,2
Latvia,2021,Sports Cars,Petrol,153
Latvia,2022,Executive Cars,Alternative,0
Latvia,2022,Executive Cars,Diesel,131
Latvia,2022,Executive Cars,Electric,9
Latvia,2022,Executive Cars,Hybrid,6
Latvia,2022,Executive Cars,Petrol,74
Latvia,2022,Large Cars,Alternative,1
Latvia,2022,Large Cars,Diesel,448
Latvia,2022,Large Cars,Electric,54
Latvia,2022,Large Cars,Hybrid,22
Latvia,2022,Large Cars,Petrol,806
Latvia,2022,Luxury Cars,Alternative,0
Latvia,2022,Luxury Cars,Diesel,17
Latvia,2022,Luxury Cars,Electric,2
Latvia,2022,Luxury Cars,Hybrid,1
Latvia,2022,Luxury Cars,Petrol,40
Latvia,2022,Medium Cars,Alternative,5
Latvia,2022,Medium Cars,Diesel,619
Latvia,2022,Medium Cars,Electric,120
Latvia,2022,Medium Cars,Hybrid,83
Latvia,2022,Medium Cars,Petrol,2358
Latvia,2022,Mini Cars,Alternative,3
Latvia,2022,Mini Cars,Diesel,32
Latvia,2022,Mini Cars,Electric,16
Latvia,2022,Mini Cars,Hybrid,7
Latvia,2022,Mini Cars,Petrol,205
Latvia,2022,Minivans,Alternative,31
Latvia,2022,Minivans,Diesel,547
Latvia,2022,Minivans,Electric,87
Latvia,2022,Minivans,Hybrid,32
Latvia,2022,Minivans,Petrol,534
Latvia,2022,SUVs,Alternative,116
Latvia,2022,SUVs,Diesel,1964
Latvia,2022,SUVs,Electric,389
Latvia,2022,SUVs,Hybrid,185
Latvia,2022,SUVs,Petrol,4921
Latvia,2022,Small Cars,Alternative,146
Latvia,2022,Small Cars,Diesel,139
Latvia,2022,Small Cars,Electric,54
Latvia,2022,Small Cars,Hybrid,31
Latvia,2022,Small Cars,Petrol,1040
Latvia,2022,Sports Cars,Alternative,0
Latvia,2022,Sports Cars,Diesel,8
Latvia,2022,Sports Cars,Electric,32
Latvia,2022,Sports Cars,Hybrid,5
Latvia,2022,Sports Cars,Petrol,135
Lithuania,2014,Executive Cars,Alternative,0
Lithuania,2014,Executive Cars,Diesel,171
Lithuania,2014,Executive Cars,Electric,0
Lithuania,2014,Executive Cars,Hybrid,0
Lithuania,2014,Executive Cars,Petrol,69
Lithuania,2014,Large Cars,Alternative,1
Lithuania,2014,Large Cars,Diesel,853
Lithuania,2014,Large Cars,Electric,0
Lithuania,2014,Large Cars,Hybrid,1
Lithuania,2014,Large Cars,Petrol,595
Lithuania,2014,Luxury Cars,Alternative,0
Lithuania,2014,Luxury Cars,Diesel,38
Lithuania,2014,Luxury Cars,Electric,0
Lithuania,2014,Luxury Cars,Hybrid,9
Lithuania,2014,Luxury Cars,Petrol,52
Lithuania,2014,Medium Cars,Alternative,14
Lithuania,2014,Medium Cars,Diesel,2041
Lithuania,2014,Medium Cars,Electric,1
Lithuania,2014,Medium Cars,Hybrid,1
Lithuania,2014,Medium Cars,Petrol,1527
Lithuania,2014,Mini Cars,Alternative,2
Lithuania,2014,Mini Cars,Diesel,168
Lithuania,2014,Mini Cars,Electric,2
Lithuania,2014,Mini Cars,Hybrid,0
Lithuania,2014,Mini Cars,Petrol,1658
Lithuania,2014,Minivans,Alternative,1
Lithuania,2014,Minivans,Diesel,443
Lithuania,2014,Minivans,Electric,0
Lithuania,2014,Minivans,Hybrid,0
Lithuania,2014,Minivans,Petrol,207
Lithuania,2014,SUVs,Alternative,6
Lithuania,2014,SUVs,Diesel,3275
Lithuania,2014,SUVs,Electric,0
Lithuania,2014,SUVs,Hybrid,0
Lithuania,2014,SUVs,Petrol,2059
Lithuania,2014,Small Cars,Alternative,6
Lithuania,2014,Small Cars,Diesel,310
Lithuania,2014,Small Cars,Electric,0
Lithuania,2014,Small Cars,Hybrid,3
Lithuania,2014,Small Cars,Petrol,901
