COUNTRY,YEAR,VEHICLE,FUEL,UNITS
Croatia,2016,Large Cars,Electric,1
Croatia,2016,Large Cars,Hybrid,1
Croatia,2016,Large Cars,Petrol,47
Croatia,2016,Luxury Cars,Alternative,0
Croatia,2016,Luxury Cars,Diesel,41
Croatia,2016,Luxury Cars,Electric,0
Croatia,2016,Luxury Cars,Hybrid,6
Croatia,2016,Luxury Cars,Petrol,9
Croatia,2016,Medium Cars,Alternative,1
Croatia,2016,Medium Cars,Diesel,10943
Croatia,2016,Medium Cars,Electric,12
Croatia,2016,Medium Cars,Hybrid,6
Croatia,2016,Medium Cars,Petrol,3868
Croatia,2016,Mini Cars,Alternative,1
Croatia,2016,Mini Cars,Diesel,146
Croatia,2016,Mini Cars,Electric,64
Croatia,2016,Mini Cars,Hybrid,0
Croatia,2016,Mini Cars,Petrol,2628
Croatia,2016,Minivans,Alternative,9
Croatia,2016,Minivans,Diesel,1628
Croatia,2016,Minivans,Electric,0
Croatia,2016,Minivans,Hybrid,0
Croatia,2016,Minivans,Petrol,363
Croatia,2016,SUVs,Alternative,3
Croatia,2016,SUVs,Diesel,6873
Croatia,2016,SUVs,Electric,0
Croatia,2016,SUVs,Hybrid,12
Croatia,2016,SUVs,Petrol,2922
Croatia,2016,Small Cars,Alternative,545
Croatia,2016,Small Cars,Diesel,2875
Croatia,2016,Small Cars,Electric,0
Croatia,2016,Small Cars,Hybrid,0
Croatia,2016,Small Cars,Petrol,7741
Croatia,2016,Sports Cars,Alternative,0
Croatia,2016,Sports Cars,Diesel,35
Croatia,2016,Sports Cars,Electric,0
Croatia,2016,Sports Cars,Hybrid,6
Croatia,2016,Sports Cars,Petrol,29
Croatia,2017,Executive Cars,Alternative,0
Croatia,2017,Executive Cars,Diesel,382
Croatia,2017,Executive Cars,Electric,0
Croatia,2017,Executive Cars,Hybrid,0
Croatia,2017,Executive Cars,Petrol,18
Croatia,2017,Large Cars,Alternative,1
Croatia,2017,Large Cars,Diesel,2867
Croatia,2017,Large Cars,Electric,46
Croatia,2017,Large Cars,Hybrid,0
Croatia,2017,Large Cars,Petrol,82
Croatia,2017,Luxury Cars,Alternative,0
Croatia,2017,Luxury Cars,Diesel,19
Croatia,2017,Luxury Cars,Electric,0
Croatia,2017,Luxury Cars,Hybrid,7
Croatia,2017,Luxury Cars,Petrol,5
Croatia,2017,Medium Cars,Alternative,6
Croatia,2017,Medium Cars,Diesel,10438
Croatia,2017,Medium Cars,Electric,6
Croatia,2017,Medium Cars,Hybrid,1
Croatia,2017,Medium Cars,Petrol,4469
Croatia,2017,Mini Cars,Alternative,1
Croatia,2017,Mini Cars,Diesel,157
Croatia,2017,Mini Cars,Electric,13
Croatia,2017,Mini Cars,Hybrid,0
Croatia,2017,Mini Cars,Petrol,2800
Croatia,2017,Minivans,Alternative,15
Croatia,2017,Minivans,Diesel,1601
Croatia,2017,Minivans,Electric,0
Croatia,2017,Minivans,Hybrid,0
Croatia,2017,Minivans,Petrol,504
Croatia,2017,SUVs,Alternative,9
Croatia,2017,SUVs,Diesel,6846
Croatia,2017,SUVs,Electric,0
Croatia,2017,SUVs,Hybrid,17
Croatia,2017,SUVs,Petrol,4220
Croatia,2017,Small Cars,Alternative,216
Croatia,2017,Small Cars,Diesel,2804
Croatia,2017,Small Cars,Electric,5
Croatia,2017,Small Cars,Hybrid,0
Croatia,2017,Small Cars,Petrol,8787
Croatia,2017,Sports Cars,Alternative,0
Croatia,2017,Sports Cars,Diesel,3
Croatia,2017,Sports Cars,Electric,0
Croatia,2017,Sports Cars,Hybrid,0
Croatia,2017,Sports Cars,Petrol,10
Croatia,2018,Executive Cars,Alternative,0
Croatia,2018,Executive Cars,Diesel,464
Croatia,2018,Executive Cars,Electric,0
Croatia,2018,Executive Cars,Hybrid,2
Croatia,2018,Executive Cars,Petrol,14
Croatia,2018,Large Cars,Alternative,2
Croatia,2018,Large Cars,Diesel,3102
Croatia,2018,Large Cars,Electric,130
Croatia,2018,Large Cars,Hybrid,2
Croatia,2018,Large Cars,Petrol,376
Croatia,2018,Luxury Cars,Alternative,0
Croatia,2018,Luxury Cars,Diesel,57
Croatia,2018,Luxury Cars,Electric,0
Croatia,2018,Luxury Cars,Hybrid,11
Croatia,2018,Luxury Cars,Petrol,13
Croatia,2018,Medium Cars,Alternative,5
Croatia,2018,Medium Cars,Diesel,8312
Croatia,2018,Medium Cars,Electric,45
Croatia,2018,Medium Cars,Hybrid,8
Croatia,2018,Medium Cars,Petrol,6721
Croatia,2018,Mini Cars,Alternative,1
Croatia,2018,Mini Cars,Diesel,23
Croatia,2018,Mini Cars,Electric,39
Croatia,2018,Mini Cars,Hybrid,2
Croatia,2018,Mini Cars,Petrol,3626
Croatia,2018,Minivans,Alternative,18
Croatia,2018,Minivans,Diesel,1148
Croatia,2018,Minivans,Electric,0
Croatia,2018,Minivans,Hybrid,1
Croatia,2018,Minivans,Petrol,891
Croatia,2018,SUVs,Alternative,200
Croatia,2018,SUVs,Diesel,8435
Croatia,2018,SUVs,Electric,12
Croatia,2018,SUVs,Hybrid,38
Croatia,2018,SUVs,Petrol,8583
Croatia,2018,Small Cars,Alternative,412
Croatia,2018,Small Cars,Diesel,2841
Croatia,2018,Small Cars,Electric,45
Croatia,2018,Small Cars,Hybrid,9
Croatia,2018,Small Cars,Petrol,11614
Croatia,2018,Sports Cars,Alternative,0
Croatia,2018,Sports Cars,Diesel,6
Croatia,2018,Sports Cars,Electric,0
Croatia,2018,Sports Cars,Hybrid,0
Croatia,2018,Sports Cars,Petrol,20
Croatia,2019,Executive Cars,Alternative,0
Croatia,2019,Executive Cars,Diesel,470
Croatia,2019,Executive Cars,Electric,0
Croatia,2019,Executive Cars,Hybrid,4
Croatia,2019,Executive Cars,Petrol,26
Croatia,2019,Large Cars,Alternative,2
Croatia,2019,Large Cars,Diesel,2087
Croatia,2019,Large Cars,Electric,144
Croatia,2019,Large Cars,Hybrid,12
Croatia,2019,Large Cars,Petrol,340
Croatia,2019,Luxury Cars,Alternative,0
Croatia,2019,Luxury Cars,Diesel,14
Croatia,2019,Luxury Cars,Electric,0
Croatia,2019,Luxury Cars,Hybrid,6
Croatia,2019,Luxury Cars,Petrol,10
Croatia,2019,Medium Cars,Alternative,0
Croatia,2019,Medium Cars,Diesel,6337
Croatia,2019,Medium Cars,Electric,97
Croatia,2019,Medium Cars,Hybrid,71
Croatia,2019,Medium Cars,Petrol,6114
Croatia,2019,Mini Cars,Alternative,2
Croatia,2019,Mini Cars,Diesel,120
Croatia,2019,Mini Cars,Electric,89
Croatia,2019,Mini Cars,Hybrid,30
Croatia,2019,Mini Cars,Petrol,5032
Croatia,2019,Minivans,Alternative,23
Croatia,2019,Minivans,Diesel,1282
Croatia,2019,Minivans,Electric,0
Croatia,2019,Minivans,Hybrid,11
Croatia,2019,Minivans,Petrol,806
Croatia,2019,SUVs,Alternative,162
Croatia,2019,SUVs,Diesel,8234
Croatia,2019,SUVs,Electric,122
Croatia,2019,SUVs,Hybrid,160
Croatia,2019,SUVs,Petrol,12050
Croatia,2019,Small Cars,Alternative,378
Croatia,2019,Small Cars,Diesel,2023
Croatia,2019,Small Cars,Electric,37
Croatia,2019,Small Cars,Hybrid,80
Croatia,2019,Small Cars,Petrol,11811
Croatia,2019,Sports Cars,Alternative,0
Croatia,2019,Sports Cars,Diesel,16
Croatia,2019,Sports Cars,Electric,0
Croatia,2019,Sports Cars,Hybrid,3
Croatia,2019,Sports Cars,Petrol,491
Croatia,2020,Executive Cars,Alternative,0
Croatia,2020,Executive Cars,Diesel,498
Croatia,2020,Executive Cars,Electric,0
Croatia,2020,Executive Cars,Hybrid,9
Croatia,2020,Executive Cars,Petrol,112
Croatia,2020,Large Cars,Alternative,1
Croatia,2020,Large Cars,Diesel,1595
Croatia,2020,Large Cars,Electric,148
Croatia,2020,Large Cars,Hybrid,19
Croatia,2020,Large Cars,Petrol,226
Croatia,2020,Luxury Cars,Alternative,0
Croatia,2020,Luxury Cars,Diesel,23
Croatia,2020,Luxury Cars,Electric,0
Croatia,2020,Luxury Cars,Hybrid,1
Croatia,2020,Luxury Cars,Petrol,5
Croatia,2020,Medium Cars,Alternative,0
Croatia,2020,Medium Cars,Diesel,4088
Croatia,2020,Medium Cars,Electric,25
Croatia,2020,Medium Cars,Hybrid,80
Croatia,2020,Medium Cars,Petrol,3178
Croatia,2020,Mini Cars,Alternative,1
Croatia,2020,Mini Cars,Diesel,930
Croatia,2020,Mini Cars,Electric,349
Croatia,2020,Mini Cars,Hybrid,32
Croatia,2020,Mini Cars,Petrol,1848
Croatia,2020,Minivans,Alternative,26
Croatia,2020,Minivans,Diesel,962
Croatia,2020,Minivans,Electric,18
Croatia,2020,Minivans,Hybrid,20
Croatia,2020,Minivans,Petrol,1010
Croatia,2020,SUVs,Alternative,383
Croatia,2020,SUVs,Diesel,4991
Croatia,2020,SUVs,Electric,218
Croatia,2020,SUVs,Hybrid,206
Croatia,2020,SUVs,Petrol,7083
Croatia,2020,Small Cars,Alternative,295
Croatia,2020,Small Cars,Diesel,904
Croatia,2020,Small Cars,Electric,41
Croatia,2020,Small Cars,Hybrid,82
Croatia,2020,Small Cars,Petrol,6617
Croatia,2020,Sports Cars,Alternative,0
Croatia,2020,Sports Cars,Diesel,20
Croatia,2020,Sports Cars,Electric,3
Croatia,2020,Sports Cars,Hybrid,0
Croatia,2020,Sports Cars,Petrol,77
Croatia,2021,Executive Cars,Alternative,0
Croatia,2021,Executive Cars,Diesel,170
Croatia,2021,Executive Cars,Electric,6
Croatia,2021,Executive Cars,Hybrid,4
Croatia,2021,Executive Cars,Petrol,40
Croatia,2021,Large Cars,Alternative,2
Croatia,2021,Large Cars,Diesel,1137
Croatia,2021,Large Cars,Electric,444
Croatia,2021,Large Cars,Hybrid,58
Croatia,2021,Large Cars,Petrol,1572
Croatia,2021,Luxury Cars,Alternative,0
Croatia,2021,Luxury Cars,Diesel,39
Croatia,2021,Luxury Cars,Electric,1
Croatia,2021,Luxury Cars,Hybrid,12
Croatia,2021,Luxury Cars,Petrol,7
Croatia,2021,Medium Cars,Alternative,0
Croatia,2021,Medium Cars,Diesel,3727
Croatia,2021,Medium Cars,Electric,219
Croatia,2021,Medium Cars,Hybrid,130
Croatia,2021,Medium Cars,Petrol,3554
Croatia,2021,Mini Cars,Alternative,1
Croatia,2021,Mini Cars,Diesel,967
Croatia,2021,Mini Cars,Electric,164
Croatia,2021,Mini Cars,Hybrid,109
Croatia,2021,Mini Cars,Petrol,1560
Croatia,2021,Minivans,Alternative,38
Croatia,2021,Minivans,Diesel,818
Croatia,2021,Minivans,Electric,97
Croatia,2021,Minivans,Hybrid,45
Croatia,2021,Minivans,Petrol,1600
Croatia,2021,SUVs,Alternative,718
Croatia,2021,SUVs,Diesel,4635
Croatia,2021,SUVs,Electric,408
Croatia,2021,SUVs,Hybrid,324
Croatia,2021,SUVs,Petrol,9364
Croatia,2021,Small Cars,Alternative,972
Croatia,2021,Small Cars,Diesel,300
Croatia,2021,Small Cars,Electric,332
Croatia,2021,Small Cars,Hybrid,151
Croatia,2021,Small Cars,Petrol,8215
Croatia,2021,Sports Cars,Alternative,0
Croatia,2021,Sports Cars,Diesel,256
Croatia,2021,Sports Cars,Electric,8
Croatia,2021,Sports Cars,Hybrid,5
Croatia,2021,Sports Cars,Petrol,571
Croatia,2022,Executive Cars,Alternative,0
Croatia,2022,Executive Cars,Diesel,306
Croatia,2022,Executive Cars,Electric,23
Croatia,2022,Executive Cars,Hybrid,11
Croatia,2022,Executive Cars,Petrol,60
Croatia,2022,Large Cars,Alternative,2
Croatia,2022,Large Cars,Diesel,2010
Croatia,2022,Large Cars,Electric,396
Croatia,2022,Large Cars,Hybrid,96
Croatia,2022,Large Cars,Petrol,1287
Croatia,2022,Luxury Cars,Alternative,0
Croatia,2022,Luxury Cars,Diesel,8
Croatia,2022,Luxury Cars,Electric,2
Croatia,2022,Luxury Cars,Hybrid,24
Croatia,2022,Luxury Cars,Petrol,16
Croatia,2022,Medium Cars,Alternative,0
Croatia,2022,Medium Cars,Diesel,5000
Croatia,2022,Medium Cars,Electric,610
Croatia,2022,Medium Cars,Hybrid,238
Croatia,2022,Medium Cars,Petrol,4621
Croatia,2022,Mini Cars,Alternative,1
Croatia,2022,Mini Cars,Diesel,1190
Croatia,2022,Mini Cars,Electric,257
Croatia,2022,Mini Cars,Hybrid,91
Croatia,2022,Mini Cars,Petrol,2112
Croatia,2022,Minivans,Alternative,43
Croatia,2022,Minivans,Diesel,1808
Croatia,2022,Minivans,Electric,179
Croatia,2022,Minivans,Hybrid,65
Croatia,2022,Minivans,Petrol,498
Croatia,2022,SUVs,Alternative,5
Croatia,2022,SUVs,Diesel,4758
Croatia,2022,SUVs,Electric,1146
Croatia,2022,SUVs,Hybrid,420
Croatia,2022,SUVs,Petrol,10142
Croatia,2022,Small Cars,Alternative,1257
Croatia,2022,Small Cars,Diesel,203
Croatia,2022,Small Cars,Electric,766
Croatia,2022,Small Cars,Hybrid,245
Croatia,2022,Small Cars,Petrol,8979
Croatia,2022,Sports Cars,Alternative,0
Croatia,2022,Sports Cars,Diesel,128
Croatia,2022,Sports Cars,Electric,16
Croatia,2022,Sports Cars,Hybrid,8
Croatia,2022,Sports Cars,Petrol,758
Cyprus,2014,Executive Cars,Alternative,0
Cyprus,2014,Executive Cars,Diesel,202
Cyprus,2014,Executive Cars,Electric,0
Cyprus,2014,Executive Cars,Hybrid,11
Cyprus,2014,Executive Cars,Petrol,48
Cyprus,2014,Large Cars,Alternative,9
Cyprus,2014,Large Cars,Diesel,113
Cyprus,2014,Large Cars,Electric,6
Cyprus,2014,Large Cars,Hybrid,0
Cyprus,2014,Large Cars,Petrol,341
Cyprus,2014,Luxury Cars,Alternative,0
Cyprus,2014,Luxury Cars,Diesel,17
Cyprus,2014,Luxury Cars,Electric,1
Cyprus,2014,Luxury Cars,Hybrid,4
Cyprus,2014,Luxury Cars,Petrol,12
Cyprus,2014,Medium Cars,Alternative,0
Cyprus,2014,Medium Cars,Diesel,254
Cyprus,2014,Medium Cars,Electric,4
Cyprus,2014,Medium Cars,Hybrid,1
Cyprus,2014,Medium Cars,Petrol,1351
Cyprus,2014,Mini Cars,Alternative,0
Cyprus,2014,Mini Cars,Diesel,25
Cyprus,2014,Mini Cars,Electric,0
Cyprus,2014,Mini Cars,Hybrid,0
Cyprus,2014,Mini Cars,Petrol,465
Cyprus,2014,Minivans,Alternative,0
Cyprus,2014,Minivans,Diesel,61
Cyprus,2014,Minivans,Electric,0
Cyprus,2014,Minivans,Hybrid,0
Cyprus,2014,Minivans,Petrol,209
Cyprus,2014,SUVs,Alternative,0
Cyprus,2014,SUVs,Diesel,2212
Cyprus,2014,SUVs,Electric,0
Cyprus,2014,SUVs,Hybrid,0
Cyprus,2014,SUVs,Petrol,1068
Cyprus,2014,Small Cars,Alternative,0
Cyprus,2014,Small Cars,Diesel,253
Cyprus,2014,Small Cars,Electric,17
Cyprus,2014,Small Cars,Hybrid,0
Cyprus,2014,Small Cars,Petrol,1567
Cyprus,2014,Sports Cars,Alternative,0
Cyprus,2014,Sports Cars,Diesel,23
Cyprus,2014,Sports Cars,Electric,0
Cyprus,2014,Sports Cars,Hybrid,1
Cyprus,2014,Sports Cars,Petrol,37
Cyprus,2015,Executive Cars,Alternative,0
Cyprus,2015,Executive Cars,Diesel,190
Cyprus,2015,Executive Cars,Electric,0
Cyprus,2015,Executive Cars,Hybrid,10
Cyprus,2015,Executive Cars,Petrol,30
Cyprus,2015,Large Cars,Alternative,2
Cyprus,2015,Large Cars,Diesel,155
Cyprus,2015,Large Cars,Electric,2
Cyprus,2015,Large Cars,Hybrid,0
Cyprus,2015,Large Cars,Petrol,355
Cyprus,2015,Luxury Cars,Alternative,0
Cyprus,2015,Luxury Cars,Diesel,24
Cyprus,2015,Luxury Cars,Electric,1
Cyprus,2015,Luxury Cars,Hybrid,5
Cyprus,2015,Luxury Cars,Petrol,16
Cyprus,2015,Medium Cars,Alternative,0
Cyprus,2015,Medium Cars,Diesel,363
Cyprus,2015,Medium Cars,Electric,20
Cyprus,2015,Medium Cars,Hybrid,0
Cyprus,2015,Medium Cars,Petrol,1577
Cyprus,2015,Mini Cars,Alternative,0
Cyprus,2015,Mini Cars,Diesel,19
Cyprus,2015,Mini Cars,Electric,0
Cyprus,2015,Mini Cars,Hybrid,0
Cyprus,2015,Mini Cars,Petrol,421
Cyprus,2015,Minivans,Alternative,0
Cyprus,2015,Minivans,Diesel,84
Cyprus,2015,Minivans,Electric,0
Cyprus,2015,Minivans,Hybrid,0
Cyprus,2015,Minivans,Petrol,156
Cyprus,2015,SUVs,Alternative,0
Cyprus,2015,SUVs,Diesel,2715
Cyprus,2015,SUVs,Electric,0
Cyprus,2015,SUVs,Hybrid,27
Cyprus,2015,SUVs,Petrol,1108
Cyprus,2015,Small Cars,Alternative,0
Cyprus,2015,Small Cars,Diesel,264
Cyprus,2015,Small Cars,Electric,28
Cyprus,2015,Small Cars,Hybrid,0
Cyprus,2015,Small Cars,Petrol,1846
Cyprus,2015,Sports Cars,Alternative,0
Cyprus,2015,Sports Cars,Diesel,22
Cyprus,2015,Sports Cars,Electric,0
Cyprus,2015,Sports Cars,Hybrid,3
Cyprus,2015,Sports Cars,Petrol,45
Cyprus,2016,Executive Cars,Alternative,0
Cyprus,2016,Executive Cars,Diesel,166
Cyprus,2016,Executive Cars,Electric,0
Cyprus,2016,Executive Cars,Hybrid,1
Cyprus,2016,Executive Cars,Petrol,13
Cyprus,2016,Large Cars,Alternative,1
Cyprus,2016,Large Cars,Diesel,191
Cyprus,2016,Large Cars,Electric,6
Cyprus,2016,Large Cars,Hybrid,3
Cyprus,2016,Large Cars,Petrol,346
Cyprus,2016,Luxury Cars,Alternative,0
Cyprus,2016,Luxury Cars,Diesel,17
Cyprus,2016,Luxury Cars,Electric,1
Cyprus,2016,Luxury Cars,Hybrid,5
Cyprus,2016,Luxury Cars,Petrol,23
Cyprus,2016,Medium Cars,Alternative,0
Cyprus,2016,Medium Cars,Diesel,509
Cyprus,2016,Medium Cars,Electric,31
Cyprus,2016,Medium Cars,Hybrid,8
Cyprus,2016,Medium Cars,Petrol,1643
Cyprus,2016,Mini Cars,Alternative,0
Cyprus,2016,Mini Cars,Diesel,25
Cyprus,2016,Mini Cars,Electric,0
Cyprus,2016,Mini Cars,Hybrid,0
Cyprus,2016,Mini Cars,Petrol,545
Cyprus,2016,Minivans,Alternative,0
Cyprus,2016,Minivans,Diesel,152
Cyprus,2016,Minivans,Electric,0
Cyprus,2016,Minivans,Hybrid,0
Cyprus,2016,Minivans,Petrol,148
Cyprus,2016,SUVs,Alternative,0
Cyprus,2016,SUVs,Diesel,3661
Cyprus,2016,SUVs,Electric,0
Cyprus,2016,SUVs,Hybrid,4
Cyprus,2016,SUVs,Petrol,1735
Cyprus,2016,Small Cars,Alternative,0
Cyprus,2016,Small Cars,Diesel,326
Cyprus,2016,Small Cars,Electric,42
Cyprus,2016,Small Cars,Hybrid,5
Cyprus,2016,Small Cars,Petrol,2169
Cyprus,2016,Sports Cars,Alternative,0
Cyprus,2016,Sports Cars,Diesel,56
Cyprus,2016,Sports Cars,Electric,0
Cyprus,2016,Sports Cars,Hybrid,1
Cyprus,2016,Sports Cars,Petrol,33
Cyprus,2017,Executive Cars,Alternative,0
Cyprus,2017,Executive Cars,Diesel,156
Cyprus,2017,Executive Cars,Electric,0
Cyprus,2017,Executive Cars,Hybrid,9
Cyprus,2017,Executive Cars,Petrol,24
Cyprus,2017,Large Cars,Alternative,0
Cyprus,2017,Large Cars,Diesel,128
Cyprus,2017,Large Cars,Electric,8
Cyprus,2017,Large Cars,Hybrid,1
Cyprus,2017,Large Cars,Petrol,361
Cyprus,2017,Luxury Cars,Alternative,0
Cyprus,2017,Luxury Cars,Diesel,15
Cyprus,2017,Luxury Cars,Electric,1
Cyprus,2017,Luxury Cars,Hybrid,7
Cyprus,2017,Luxury Cars,Petrol,19
Cyprus,2017,Medium Cars,Alternative,0
Cyprus,2017,Medium Cars,Diesel,511
Cyprus,2017,Medium Cars,Electric,44
Cyprus,2017,Medium Cars,Hybrid,3
Cyprus,2017,Medium Cars,Petrol,1849
Cyprus,2017,Mini Cars,Alternative,0
Cyprus,2017,Mini Cars,Diesel,12
Cyprus,2017,Mini Cars,Electric,0
Cyprus,2017,Mini Cars,Hybrid,0
Cyprus,2017,Mini Cars,Petrol,498
Cyprus,2017,Minivans,Alternative,0
Cyprus,2017,Minivans,Diesel,103
Cyprus,2017,Minivans,Electric,0
Cyprus,2017,Minivans,Hybrid,0
Cyprus,2017,Minivans,Petrol,67
Cyprus,2017,SUVs,Alternative,0
Cyprus,2017,SUVs,Diesel,4256
Cyprus,2017,SUVs,Electric,0
Cyprus,2017,SUVs,Hybrid,9
Cyprus,2017,SUVs,Petrol,2345
Cyprus,2017,Small Cars,Alternative,0
Cyprus,2017,Small Cars,Diesel,238
Cyprus,2017,Small Cars,Electric,49
Cyprus,2017,Small Cars,Hybrid,3
Cyprus,2017,Small Cars,Petrol,2209
Cyprus,2017,Sports Cars,Alternative,0
Cyprus,2017,Sports Cars,Diesel,20
Cyprus,2017,Sports Cars,Electric,0
Cyprus,2017,Sports Cars,Hybrid,3
Cyprus,2017,Sports Cars,Petrol,47
Cyprus,2018,Executive Cars,Alternative,0
Cyprus,2018,Executive Cars,Diesel,115
Cyprus,2018,Executive Cars,Electric,0
Cyprus,2018,Executive Cars,Hybrid,10
Cyprus,2018,Executive Cars,Petrol,35
Cyprus,2018,Large Cars,Alternative,0
Cyprus,2018,Large Cars,Diesel,114
Cyprus,2018,Large Cars,Electric,11
Cyprus,2018,Large Cars,Hybrid,2
Cyprus,2018,Large Cars,Petrol,384
Cyprus,2018,Luxury Cars,Alternative,0
Cyprus,2018,Luxury Cars,Diesel,19
Cyprus,2018,Luxury Cars,Electric,1
Cyprus,2018,Luxury Cars,Hybrid,7
Cyprus,2018,Luxury Cars,Petrol,14
Cyprus,2018,Medium Cars,Alternative,0
Cyprus,2018,Medium Cars,Diesel,302
Cyprus,2018,Medium Cars,Electric,86
Cyprus,2018,Medium Cars,Hybrid,1
Cyprus,2018,Medium Cars,Petrol,1372
Cyprus,2018,Mini Cars,Alternative,0
Cyprus,2018,Mini Cars,Diesel,23
Cyprus,2018,Mini Cars,Electric,0
Cyprus,2018,Mini Cars,Hybrid,0
Cyprus,2018,Mini Cars,Petrol,677
Cyprus,2018,Minivans,Alternative,0
Cyprus,2018,Minivans,Diesel,61
Cyprus,2018,Minivans,Electric,1
Cyprus,2018,Minivans,Hybrid,0
Cyprus,2018,Minivans,Petrol,69
Cyprus,2018,SUVs,Alternative,0
Cyprus,2018,SUVs,Diesel,3892
Cyprus,2018,SUVs,Electric,0
Cyprus,2018,SUVs,Hybrid,5
Cyprus,2018,SUVs,Petrol,2703
Cyprus,2018,Small Cars,Alternative,0
Cyprus,2018,Small Cars,Diesel,157
Cyprus,2018,Small Cars,Electric,50
Cyprus,2018,Small Cars,Hybrid,1
Cyprus,2018,Small Cars,Petrol,1952
Cyprus,2018,Sports Cars,Alternative,0
Cyprus,2018,Sports Cars,Diesel,16
Cyprus,2018,Sports Cars,Electric,0
Cyprus,2018,Sports Cars,Hybrid,3
Cyprus,2018,Sports Cars,Petrol,31
Cyprus,2019,Executive Cars,Alternative,0
Cyprus,2019,Executive Cars,Diesel,91
Cyprus,2019,Executive Cars,Electric,0
Cyprus,2019,Executive Cars,Hybrid,15
Cyprus,2019,Executive Cars,Petrol,24
Cyprus,2019,Large Cars,Alternative,0
Cyprus,2019,Large Cars,Diesel,72
Cyprus,2019,Large Cars,Electric,9
Cyprus,2019,Large Cars,Hybrid,3
Cyprus,2019,Large Cars,Petrol,245
Cyprus,2019,Luxury Cars,Alternative,0
Cyprus,2019,Luxury Cars,Diesel,11
Cyprus,2019,Luxury Cars,Electric,1
Cyprus,2019,Luxury Cars,Hybrid,2
Cyprus,2019,Luxury Cars,Petrol,17
Cyprus,2019,Medium Cars,Alternative,0
Cyprus,2019,Medium Cars,Diesel,190
Cyprus,2019,Medium Cars,Electric,44
Cyprus,2019,Medium Cars,Hybrid,10
Cyprus,2019,Medium Cars,Petrol,1459
Cyprus,2019,Mini Cars,Alternative,0
Cyprus,2019,Mini Cars,Diesel,17
Cyprus,2019,Mini Cars,Electric,1
Cyprus,2019,Mini Cars,Hybrid,2
Cyprus,2019,Mini Cars,Petrol,451
Cyprus,2019,Minivans,Alternative,0
Cyprus,2019,Minivans,Diesel,41
Cyprus,2019,Minivans,Electric,2
Cyprus,2019,Minivans,Hybrid,0
Cyprus,2019,Minivans,Petrol,79
Cyprus,2019,SUVs,Alternative,0
Cyprus,2019,SUVs,Diesel,3319
Cyprus,2019,SUVs,Electric,0
Cyprus,2019,SUVs,Hybrid,40
Cyprus,2019,SUVs,Petrol,2652
Cyprus,2019,Small Cars,Alternative,0
Cyprus,2019,Small Cars,Diesel,369
Cyprus,2019,Small Cars,Electric,157
Cyprus,2019,Small Cars,Hybrid,15
Cyprus,2019,Small Cars,Petrol,2279
Cyprus,2019,Sports Cars,Alternative,0
Cyprus,2019,Sports Cars,Diesel,12
Cyprus,2019,Sports Cars,Electric,0
Cyprus,2019,Sports Cars,Hybrid,2
Cyprus,2019,Sports Cars,Petrol,46
Cyprus,2020,Executive Cars,Alternative,0
Cyprus,2020,Executive Cars,Diesel,108
Cyprus,2020,Executive Cars,Electric,1
Cyprus,2020,Executive Cars,Hybrid,7
Cyprus,2020,Executive Cars,Petrol,94
Cyprus,2020,Large Cars,Alternative,0
Cyprus,2020,Large Cars,Diesel,58
Cyprus,2020,Large Cars,Electric,6
Cyprus,2020,Large Cars,Hybrid,2
Cyprus,2020,Large Cars,Petrol,130
Cyprus,2020,Luxury Cars,Alternative,0
Cyprus,2020,Luxury Cars,Diesel,1
Cyprus,2020,Luxury Cars,Electric,1
Cyprus,2020,Luxury Cars,Hybrid,0
Cyprus,2020,Luxury Cars,Petrol,18
Cyprus,2020,Medium Cars,Alternative,0
Cyprus,2020,Medium Cars,Diesel,183
Cyprus,2020,Medium Cars,Electric,33
Cyprus,2020,Medium Cars,Hybrid,8
Cyprus,2020,Medium Cars,Petrol,646
Cyprus,2020,Mini Cars,Alternative,0
Cyprus,2020,Mini Cars,Diesel,11
Cyprus,2020,Mini Cars,Electric,3
Cyprus,2020,Mini Cars,Hybrid,3
Cyprus,2020,Mini Cars,Petrol,326
Cyprus,2020,Minivans,Alternative,0
Cyprus,2020,Minivans,Diesel,42
Cyprus,2020,Minivans,Electric,6
Cyprus,2020,Minivans,Hybrid,1
Cyprus,2020,Minivans,Petrol,121
Cyprus,2020,SUVs,Alternative,0
Cyprus,2020,SUVs,Diesel,1972
Cyprus,2020,SUVs,Electric,18
Cyprus,2020,SUVs,Hybrid,56
Cyprus,2020,SUVs,Petrol,2984
Cyprus,2020,Small Cars,Alternative,0
Cyprus,2020,Small Cars,Diesel,359
Cyprus,2020,Small Cars,Electric,61
Cyprus,2020,Small Cars,Hybrid,17
Cyprus,2020,Small Cars,Petrol,1573
Cyprus,2020,Sports Cars,Alternative,0
Cyprus,2020,Sports Cars,Diesel,38
Cyprus,2020,Sports Cars,Electric,1
Cyprus,2020,Sports Cars,Hybrid,0
Cyprus,2020,Sports Cars,Petrol,272
Cyprus,2021,Executive Cars,Alternative,0
Cyprus,2021,Executive Cars,Diesel,53
Cyprus,2021,Executive Cars,Electric,1
Cyprus,2021,Executive Cars,Hybrid,8
Cyprus,2021,Executive Cars,Petrol,28
Cyprus,2021,Large Cars,Alternative,0
Cyprus,2021,Large Cars,Diesel,52
Cyprus,2021,Large Cars,Electric,15
Cyprus,2021,Large Cars,Hybrid,12
